Brand,Similar Brands,Coocurrence Frequency
Biolage,Groove,1000.0
Biolage,Bioworld,1000.0
Biolage,Boblbee,1000.0
Biolage,Creative Nail Design,1000.0
Biolage,Brown Label,1000.0
Biolage,Scar Fx,1000.0
Biolage,Basis,1000.0
Biolage,Bio Specific,1000.0
Boden,Briggs,1000.0
Boden,Brodie,1000.0
Boden,Couleur de Rose,1000.0
Boden,Denby,1000.0
Boden,Ozone,1000.0
Boden,Royal Doulton,1000.0
Boden,Bostonian,1000.0
Boden,Bunnies by the Bay,1000.0
Boden,Childish,1000.0
Boden,Da'mage,1000.0
Boden,Fleurville,1000.0
Bull Frog,Deuxieme,1000.0
Bull Frog,Couleur de Rose,1000.0
Bull Frog,Sabi by Henry Dunay,1000.0
Bull Frog,Esko,1000.0
Bull Frog,Leonardo Delfuoco,1000.0
Bull Frog,Quai D'Orsay,1000.0
Bull Frog,Bodyamr,1000.0
Bull Frog,US Acrylic,1000.0
Bull Frog,Fluet,1000.0
Bull Frog,Flux Nouveau,1000.0
Bull Frog,24K Hollywood,1000.0
Bumble and Bumble,Accessory Network,1000.0
Bumble and Bumble,Briggs,1000.0
Bumble and Bumble,Couleur de Rose,1000.0
Bumble and Bumble,Lifetime Collective,1000.0
Bumble and Bumble,Live Nation,1000.0
Bumble and Bumble,Ozone,1000.0
Bumble and Bumble,Amaort,1000.0
Bumble and Bumble,Royal Doulton,1000.0
Bumble and Bumble,Six Degrees,1000.0
Bumble and Bumble,Bella Cucina,1000.0
Bumble and Bumble,Blu Stocking,1000.0
Burt's Bees,Timbuk2,1000.0
Burt's Bees,Briggs,1000.0
Burt's Bees,D-Segno,1000.0
Burt's Bees,ESQ,1000.0
Burt's Bees,Body Angel Activewear,1000.0
Burt's Bees,Brodie,1000.0
Burt's Bees,Bostonian,1000.0
Burt's Bees,From The Blue,1000.0
Burt's Bees,Grail,1000.0
Burt's Bees,Mella,1000.0
Burt's Bees,T. Cyia,1000.0
C.O. Bigelow,David Babaii for WildAid,1000.0
C.O. Bigelow,Parfums 06130,1000.0
C.O. Bigelow,Mellow Yellow,500.0
C.O. Bigelow,theProportionofBlu,500.0
C.O. Bigelow,Good Hair Days,500.0
C.O. Bigelow,L'Aromatheque,500.0
C.O. Bigelow,Imju Fiberwig,333.3333
C.O. Bigelow,Tuberose,333.3333
C.O. Bigelow,Biya,333.3333
C.O. Bigelow,Neil Lane Jewelry,333.3333
Catherine Weitzman,Catherine Rapetti,1000.0
Catherine Weitzman,Joy Chen,1000.0
Catherine Weitzman,Muratori,1000.0
Catherine Weitzman,Libbey,1000.0
Catherine Weitzman,Avenue Montaigne,1000.0
Catherine Weitzman,Cannisse,1000.0
Catherine Weitzman,Magic Suit,1000.0
Catherine Weitzman,Zanetti,1000.0
Catherine Weitzman,Carmen Ho,1000.0
Catherine Weitzman,Harlot,1000.0
Catherine Weitzman,Helene Zubeldia,1000.0
Charles Worthington,Bianchi Art Works,1000.0
Charles Worthington,Ming Shu,1000.0
Charles Worthington,Phytum,1000.0
Charles Worthington,Spa Vegetal,1000.0
Charles Worthington,Venetian Blends,1000.0
Charles Worthington,Quark,500.0
Charles Worthington,QueenZ,500.0
Charles Worthington,Quick,500.0
Charles Worthington,Curl Life by Matrix,500.0
Charles Worthington,WS Badger Company,500.0
Chronicle Books,Designers Guild,1000.0
Chronicle Books,Iomoi,1000.0
Chronicle Books,Annie Selke Home,500.0
Chronicle Books,Ann Gish,333.3333
Chronicle Books,Assouline,250.0
Chronicle Books,Imoni,250.0
Chronicle Books,Areaware,250.0
Chronicle Books,Amity Home,250.0
Chronicle Books,SweetSpot Labs,250.0
Chronicle Books,Artecnica,200.0
Clé de Peau Beauté,Bobster Eyewear,1000.0
Clé de Peau Beauté,Chez by Cheryl,1000.0
Clé de Peau Beauté,Couleur de Rose,1000.0
Clé de Peau Beauté,Island Surf,1000.0
Clé de Peau Beauté,Ozone,1000.0
Clé de Peau Beauté,Tria Beauty,1000.0
Clé de Peau Beauté,Le Donne,1000.0
Clé de Peau Beauté,Lola James,1000.0
Clé de Peau Beauté,Avenue Montaigne,1000.0
Clé de Peau Beauté,Ciner,1000.0
Clé de Peau Beauté,Da'mage,1000.0
Clairol,Muratori,1000.0
Clairol,Cleo & Patek,1000.0
Clairol,Cleo,1000.0
Clairol,Davies Gate,1000.0
Clairol,Masada,1000.0
Clairol,Ming Shu,1000.0
Clairol,Motions,1000.0
Clairol,Phytum,1000.0
Clairol,Profectiv,1000.0
Clairol,Spa Vegetal,1000.0
Clean & Clear,O Clock,1000.0
Clean & Clear,Amaort,1000.0
Clean & Clear,Farron Elizabeth,1000.0
Clean & Clear,Alpro,1000.0
Clean & Clear,T. Cyia,1000.0
Clean & Clear,The Sharper Image,1000.0
Clean & Clear,Bo Bo Bags,1000.0
Clean & Clear,Curel,1000.0
Clean & Clear,Alvita,1000.0
Clean & Clear,Checi,1000.0
Conair,Amaort,1000.0
Conair,Cathy's Concepts,1000.0
Conair,Astrakhan,1000.0
Conair,Cannisse,1000.0
Conair,Farron Elizabeth,1000.0
Conair,Anna Capri,1000.0
Conair,Samsung,1000.0
Conair,T. Cyia,1000.0
Conair,Bastien,1000.0
Conair,Bo Bo Bags,1000.0
Conair,Boblbee,1000.0
Coppertone,Samy,1000.0
Coppertone,Seche,1000.0
Coppertone,City Walk,1000.0
Coppertone,Danbò,1000.0
Coppertone,Blow,1000.0
Coppertone,Eterna,1000.0
Coppertone,Haiku by Sharon Eisenhauer,1000.0
Coppertone,Davies Gate,1000.0
Coppertone,Jeanne Simmons,1000.0
Coppertone,Masada,1000.0
Cover Girl,O Clock,1000.0
Cover Girl,Alpro,1000.0
Cover Girl,Amaort,1000.0
Cover Girl,Six Degrees,1000.0
Cover Girl,Farron Elizabeth,1000.0
Cover Girl,Anna Capri,1000.0
Cover Girl,T. Cyia,1000.0
Cover Girl,Bo Bo Bags,1000.0
Cover Girl,Cleo & Patek,1000.0
Cover Girl,D&Y,1000.0
Creative Nail Design,Emperors New Clothes,1000.0
Creative Nail Design,LL Collezioni,500.0
Creative Nail Design,Lubriderm,333.3333
Creative Nail Design,Michelle K,333.3333
Creative Nail Design,Aristocrat,333.3333
Creative Nail Design,360 Degrees,333.3333
Creative Nail Design,AND 1,250.0
Creative Nail Design,Intuitions,250.0
Creative Nail Design,Freda,200.0
Creative Nail Design,Denim for Immortality,200.0
Cutex,Chiarugi,1000.0
Cutex,Curel,1000.0
Cutex,Barron Duquette,1000.0
Cutex,T. Cyia,1000.0
Cutex,Porto Cruz,1000.0
Cutex,Checi,1000.0
Cutex,Davies Gate,1000.0
Cutex,Cor Silver,1000.0
Cutex,Bo Bo Bags,1000.0
Cutex,Sleeptop,1000.0
David Kirsch's,Soul of Africa,1000.0
David Kirsch's,Lisa Levine,1000.0
David Kirsch's,Ladies of the Canyon,1000.0
David Kirsch's,Stephenson,1000.0
David Kirsch's,Tracy Matthews,1000.0
David Kirsch's,Solano,1000.0
David Kirsch's,Shaun Leane,1000.0
David Kirsch's,Sophyto Organics,1000.0
David Kirsch's,C Solnicki,1000.0
David Kirsch's,RevaleSkin,1000.0
Dean Harris,Houbigant Paris,1000.0
Dean Harris,Suzannah,1000.0
Dean Harris,Grevi,1000.0
Dean Harris,Rebirth,1000.0
Dean Harris,Frank Tell Collection,1000.0
Dean Harris,Astley Clarke,1000.0
Dean Harris,Re-Luxe,1000.0
Dean Harris,Miansai,1000.0
Dean Harris,Ten Strawberry Street,1000.0
Dean Harris,San Blas,1000.0
Dermalogica,POP,1000.0
Dermalogica,Ozone,1000.0
Dermalogica,Multiples,1000.0
Dermalogica,Emile Henry,1000.0
Dermalogica,Bioworld,1000.0
Dermalogica,Cleo & Patek,1000.0
Dermalogica,Laurence Dumont,1000.0
Dermalogica,Scar Fx,1000.0
Dermalogica,Cajo Designs,1000.0
Dermalogica,Susanne Lang,1000.0
Desert Essence,AWOL Footwear,1000.0
Desert Essence,Jerry Leigh,1000.0
Desert Essence,Seche,1000.0
Desert Essence,Eterna,1000.0
Desert Essence,Hemisphere,1000.0
Desert Essence,Samy,1000.0
Desert Essence,Eva Turner,1000.0
Desert Essence,Danbò,1000.0
Desert Essence,Blow,1000.0
Desert Essence,M2 Skin Care,1000.0
Di Modolo,Deuxieme,1000.0
Di Modolo,Couleur de Rose,1000.0
Di Modolo,Sabi by Henry Dunay,1000.0
Di Modolo,Esko,1000.0
Di Modolo,Leonardo Delfuoco,1000.0
Di Modolo,Quai D'Orsay,1000.0
Di Modolo,Bodyamr,1000.0
Di Modolo,Avenue Montaigne,1000.0
Di Modolo,Fluet,1000.0
Di Modolo,Flux Nouveau,1000.0
Di Modolo,24K Hollywood,1000.0
Dickinson's,Dinah,1000.0
Dickinson's,Sarah Summer,1000.0
Dickinson's,Cajo Designs,1000.0
Dickinson's,Susanne Lang,1000.0
Dickinson's,Wabags,500.0
Dickinson's,Fatboy,500.0
Dickinson's,Amor&Psyche,500.0
Dickinson's,Deva,333.3333
Dickinson's,Dingo,333.3333
Dickinson's,Ombra,333.3333
Dove,Groundhog,1000.0
Dove,ESQ,1000.0
Dove,Jo-Jo,1000.0
Dove,Storm-In-a-D-Cup,1000.0
Dove,Playful Promises,1000.0
Dove,G750g,1000.0
Dove,D-Segno,1000.0
Dove,Solar Tan Thru,1000.0
Dove,Grail,1000.0
Dove,Mella,1000.0
Earth Therapeutics,Brodie,1000.0
Earth Therapeutics,D-Segno,1000.0
Earth Therapeutics,Couleur de Rose,1000.0
Earth Therapeutics,Groundhog,1000.0
Earth Therapeutics,ESQ,1000.0
Earth Therapeutics,Icebug,1000.0
Earth Therapeutics,Da'mage,1000.0
Earth Therapeutics,Fleurville,1000.0
Earth Therapeutics,From The Blue,1000.0
Earth Therapeutics,Maria Bonita Extra,1000.0
Earth Therapeutics,Supply & Demand,1000.0
Egyptian Magic,JNBY,76.9231
Egyptian Magic,ghd,55.5556
Egyptian Magic,Penfield,50.0
Egyptian Magic,Lipstick Queen,32.2581
Egyptian Magic,Nolita,28.5714
Egyptian Magic,CAUDALIE,27.7778
Egyptian Magic,Mario Badescu,25.0
Egyptian Magic,Dallin Chase,25.0
Egyptian Magic,Bronx,23.8095
Egyptian Magic,Doma,21.7391
ELF,Lola P,1000.0
ELF,S Solutions Skin Care,1000.0
ELF,Doll Face,1000.0
ELF,Sovage,1000.0
ELF,Fun Time Products,1000.0
ELF,Sand N Sun,1000.0
ELF,Scar Fx,1000.0
ELF,Neova,1000.0
ELF,Physician Endorsed,1000.0
ELF,Ti-Silc,1000.0
Elizabeth Brady Jewelry,Bobster Eyewear,1000.0
Elizabeth Brady Jewelry,Chez by Cheryl,1000.0
Elizabeth Brady Jewelry,Jason,1000.0
Elizabeth Brady Jewelry,Primal Elements,1000.0
Elizabeth Brady Jewelry,Diana Broussard,1000.0
Elizabeth Brady Jewelry,Jules & Jim,500.0
Elizabeth Brady Jewelry,Grazia,500.0
Elizabeth Brady Jewelry,Kimberly Baker Jewelry,500.0
Elizabeth Brady Jewelry,Sergio Tacchini,500.0
Elizabeth Brady Jewelry,Bionic,500.0
Ella,Nicholas King,1000.0
Ella,Sofie,1000.0
Ella,Lekker,1000.0
Ella,Paolo Costagli,1000.0
Ella,Megan Odabash,1000.0
Ella,Simone Camille,500.0
Ella,Olympia,333.3333
Ella,F.E.M. by t-bags,333.3333
Ella,Havana Club,333.3333
Ella,Maria Lucia Hohan,333.3333
Eres,Island Surf,1000.0
Eres,Michael Teperson,1000.0
Eres,Chronicle Books,1000.0
Eres,Iomoi,1000.0
Eres,Joshi,1000.0
Eres,Masada,1000.0
Eres,Renaud Pellegrino,1000.0
Eres,Designers Guild,1000.0
Eres,Sante,1000.0
Eres,Samy,1000.0
Ernst Benz,Warriors Of Radness,500.0
Ernst Benz,TX Technoluxury,333.3333
Ernst Benz,John W. Nordstrom,250.0
Ernst Benz,Jos. A. Bank,45.4545
Ernst Benz,Allen Edmonds,45.4545
Ernst Benz,Perry Ellis,29.4118
Ernst Benz,Black Diamond,24.3902
Ernst Benz,Superdry,19.2308
Ernst Benz,Johnston & Murphy,17.8571
Ernst Benz,Gant,16.129
Essie,Briggs,1000.0
Essie,French Bull,1000.0
Essie,Denby,1000.0
Essie,Ozone,1000.0
Essie,Amaort,1000.0
Essie,Body Angel Activewear,1000.0
Essie,Six Degrees,1000.0
Essie,Younique,1000.0
Essie,Asgi Footwear,1000.0
Essie,Astrakhan,1000.0
Essie,Bostonian,1000.0
Ettinger UK,Heal's,1000.0
Ettinger UK,Libbey,1000.0
Ettinger UK,Helene Zubeldia,1000.0
Ettinger UK,Versace By Rosenthal,1000.0
Ettinger UK,Normann Copenhagen,1000.0
Ettinger UK,Asha,1000.0
Ettinger UK,Fat Face,1000.0
Ettinger UK,Scott Wilson,1000.0
Ettinger UK,Ten Strawberry Street,1000.0
Ettinger UK,Rara,1000.0
Eucerin,Deuxieme,1000.0
Eucerin,Couleur de Rose,1000.0
Eucerin,Sabi by Henry Dunay,1000.0
Eucerin,Esko,1000.0
Eucerin,Leonardo Delfuoco,1000.0
Eucerin,Quai D'Orsay,1000.0
Eucerin,Bodyamr,1000.0
Eucerin,Fluet,1000.0
Eucerin,Flux Nouveau,1000.0
Eucerin,24K Hollywood,1000.0
Eucerin,Frizz-Ease,1000.0
Face Stockholm,Soul of Africa,1000.0
Face Stockholm,Lisa Levine,1000.0
Face Stockholm,Ladies of the Canyon,1000.0
Face Stockholm,Stephenson,1000.0
Face Stockholm,David Kirsch's,1000.0
Face Stockholm,Tracy Matthews,1000.0
Face Stockholm,Solano,1000.0
Face Stockholm,Shaun Leane,1000.0
Face Stockholm,Sophyto Organics,1000.0
Face Stockholm,C Solnicki,1000.0
FHI Heat,Samy,1000.0
FHI Heat,Lola P,1000.0
FHI Heat,Scar Fx,1000.0
FHI Heat,S Solutions Skin Care,1000.0
FHI Heat,Doll Face,1000.0
FHI Heat,Sovage,1000.0
FHI Heat,Fun Time Products,1000.0
FHI Heat,Sand N Sun,1000.0
FHI Heat,Neova,1000.0
FHI Heat,Physician Endorsed,1000.0
Flirt!,AWOL Footwear,1000.0
Flirt!,Island Surf,1000.0
Flirt!,City Walk,1000.0
Flirt!,Eterna,1000.0
Flirt!,Hemisphere,1000.0
Flirt!,Lightfoot,1000.0
Flirt!,Ladybird,1000.0
Flirt!,Eva Turner,1000.0
Flirt!,Flip*Flop,1000.0
Flirt!,Flora Bella,1000.0
Georg Jensen,Royal Doulton,1000.0
Georg Jensen,Le Corbusier,1000.0
Georg Jensen,Czech & Speake,1000.0
Georg Jensen,Karmissie,1000.0
Georg Jensen,California Magdesians,500.0
Georg Jensen,Live Nation,500.0
Georg Jensen,Rami Kashou,500.0
Georg Jensen,Icon Eyewear,500.0
Georg Jensen,Mycra Pac Designer Wear,500.0
Georg Jensen,Assael,500.0
ghd,Glima,1000.0
ghd,Bioworld,1000.0
ghd,On Your Feet,1000.0
ghd,Sweetface,1000.0
ghd,Gravis,1000.0
ghd,1803,1000.0
ghd,Zamberlan,1000.0
ghd,Gendarme,1000.0
ghd,Old Stud Belts,1000.0
ghd,Von Kottwitz,1000.0
ghd,Vato,1000.0
Gillette,Grooming Lounge,1000.0
Gillette,212,1000.0
Gillette,Glima,1000.0
Gillette,Zamberlan,1000.0
Gillette,Vangi,1000.0
Gillette,Gendarme,1000.0
Gillette,Eterna,1000.0
Gillette,Great By Sandie,1000.0
Gillette,On Your Feet,1000.0
Gillette,Zoggs,1000.0
Gillette,OrigiNails,1000.0
Go Smile,UFC,1000.0
Go Smile,Glima,1000.0
Go Smile,On Your Feet,1000.0
Go Smile,Grail,1000.0
Go Smile,Mella,1000.0
Go Smile,Gravis,1000.0
Go Smile,1803,1000.0
Go Smile,Zamberlan,1000.0
Go Smile,Gendarme,1000.0
Go Smile,Old Stud Belts,1000.0
Go Smile,Von Kottwitz,1000.0
Gold Rush,Kingsley,142.8571
Gold Rush,Izod,50.0
Gold Rush,IT Jeans,24.3902
Gold Rush,People's Liberation,19.2308
Gold Rush,Toy Watch USA,17.8571
Gold Rush,Toy Watch,13.8889
Gold Rush,Crocs,9.0909
Gold Rush,Junk Food,8.547
Gold Rush,Paul Frank,8.4746
Gold Rush,New Balance,6.8966
Goldwell,Glima,1000.0
Goldwell,Zamberlan,1000.0
Goldwell,Vangi,1000.0
Goldwell,Gendarme,1000.0
Goldwell,Great By Sandie,1000.0
Goldwell,On Your Feet,1000.0
Goldwell,Zoggs,1000.0
Goldwell,Ulltra,1000.0
Goldwell,Old Stud Belts,1000.0
Goldwell,G750g,1000.0
Goldwell,Von Kottwitz,1000.0
Goody,Samy,1000.0
Goody,Seche,1000.0
Goody,Tokyobay,1000.0
Goody,Erfurt,1000.0
Goody,Lucky Elephant,1000.0
Goody,Danbò,1000.0
Goody,ZOEtee's,1000.0
Goody,Blow,1000.0
Goody,Haiku by Sharon Eisenhauer,1000.0
Goody,Eterna,1000.0
Hai,Shen Min,1000.0
Hai,Lanni,1000.0
Hai,Ozone,1000.0
Hai,Jonathan Martin,1000.0
Hai,Shikakai,1000.0
Hai,Dermelect,500.0
Hai,Flora,500.0
Hai,Vänna,500.0
Hai,Dermactin-TS,333.3333
Hai,Purlisse,333.3333
Heidi Klein,Fenjal,1000.0
Heidi Klein,Eric Jay,1000.0
Heidi Klein,FEA,1000.0
Heidi Klein,Hvana,1000.0
Heidi Klein,Terry Bicycle,1000.0
Heidi Klein,Toe Warmers,1000.0
Heidi Klein,Rzst,1000.0
Heidi Klein,How to look good naked,1000.0
Heidi Klein,Charles Fradin Home,1000.0
Heidi Klein,Todd Oldham,1000.0
Helen Ficalora,Three,500.0
Helen Ficalora,Il Bisonte,333.3333
Helen Ficalora,Papillio,250.0
Helen Ficalora,Andrea Pfister,200.0
Helen Ficalora,RumbaTime,166.6667
Helen Ficalora,Coal,142.8571
Helen Ficalora,Annie Greenabelle,111.1111
Helen Ficalora,Edith A. Miller,111.1111
Helen Ficalora,T. LeClerc,100.0
Helen Ficalora,Jeanine Payer,100.0
Herbal Essences,Samy,1000.0
Herbal Essences,Lucky Elephant,1000.0
Herbal Essences,Jo-Jo,1000.0
Herbal Essences,ZOEtee's,1000.0
Herbal Essences,CurlFriends,1000.0
Herbal Essences,Valentina,1000.0
Herbal Essences,The Sharper Image,1000.0
Herbal Essences,Davies Gate,1000.0
Herbal Essences,Masada,1000.0
Herbal Essences,Motions,1000.0
Hot Tools,UFC,1000.0
Hot Tools,Astrakhan,1000.0
Hot Tools,Leatherbay,1000.0
Hot Tools,Jacqueline Rose,1000.0
Hot Tools,Toscano,1000.0
Hot Tools,Cellulite Rx,1000.0
Hot Tools,Tumbleweed,1000.0
Hot Tools,Cathy's Concepts,1000.0
Hot Tools,Fleet Street,1000.0
Hot Tools,Scar Fx,1000.0
In God We Trust,Academie,1000.0
In God We Trust,First Kiss,1000.0
In God We Trust,Groove,1000.0
In God We Trust,Helene Zubeldia,1000.0
In God We Trust,How to look good naked,1000.0
In God We Trust,Jimmyjane,1000.0
In God We Trust,Perlota,1000.0
In God We Trust,DimitySO,1000.0
In God We Trust,Astley Clarke,1000.0
In God We Trust,Gisele Ganne,1000.0
Indulgems,Libbey,1000.0
Indulgems,Giorgio Martello,1000.0
Indulgems,Michel Klein,1000.0
Indulgems,Soraya,1000.0
Indulgems,Grevi,1000.0
Indulgems,Delices,1000.0
Indulgems,Susan Foster,1000.0
Indulgems,Capoverso,1000.0
Indulgems,Ekaterina Kukhareva,1000.0
Indulgems,Made of Me,500.0
Iomoi,Chronicle Books,1000.0
Iomoi,Designers Guild,1000.0
Iomoi,Annie Selke Home,500.0
Iomoi,Ann Gish,333.3333
Iomoi,Assouline,250.0
Iomoi,Imoni,250.0
Iomoi,Areaware,250.0
Iomoi,Amity Home,250.0
Iomoi,SweetSpot Labs,250.0
Iomoi,Artecnica,200.0
Ion,Erfurt,1000.0
Ion,Davies Gate,1000.0
Ion,Sleeptop,1000.0
Ion,Peds,500.0
Ion,CurlFriends,500.0
Ion,Cutex,500.0
Ion,Elsa Esturgie,500.0
Ion,Curl Life by Matrix,500.0
Ion,Wigo,500.0
Ion,Panama Jack,500.0
Irene Neuwirth,Libbey,1000.0
Irene Neuwirth,Ciner,1000.0
Irene Neuwirth,Emile Henry,1000.0
Irene Neuwirth,Match,1000.0
Irene Neuwirth,Sofie,1000.0
Irene Neuwirth,Laurence Dumont,1000.0
Irene Neuwirth,Blur,1000.0
Irene Neuwirth,Pyrex,1000.0
Irene Neuwirth,O'Keeffe's,1000.0
Irene Neuwirth,Eva Solo,1000.0
Isaac Manevitz for Ben-Amun,Filles des Iles,1000.0
Isaac Manevitz for Ben-Amun,Deuxieme,1000.0
Isaac Manevitz for Ben-Amun,Couleur de Rose,1000.0
Isaac Manevitz for Ben-Amun,Sabi by Henry Dunay,1000.0
Isaac Manevitz for Ben-Amun,Soul of Africa,1000.0
Isaac Manevitz for Ben-Amun,Supply & Demand,1000.0
Isaac Manevitz for Ben-Amun,Lisa Levine,1000.0
Isaac Manevitz for Ben-Amun,Quai D'Orsay,1000.0
Isaac Manevitz for Ben-Amun,Bodyamr,1000.0
Isaac Manevitz for Ben-Amun,Fluet,1000.0
Isaac Manevitz for Ben-Amun,Flux Nouveau,1000.0
Jacques Torres,Ten Strawberry Street,1000.0
Jacques Torres,Edward Achour,1000.0
Jacques Torres,Tres,1000.0
Jacques Torres,San Blas,1000.0
Jacques Torres,Eairth,500.0
Jacques Torres,Illustrated People,500.0
Jacques Torres,Modo,500.0
Jacques Torres,Erva,500.0
Jacques Torres,LSA International,333.3333
Jacques Torres,Farah,333.3333
Jamie Wolf,Agnes & Hoss,1000.0
Jamie Wolf,Mary Ping,1000.0
Jamie Wolf,Ten Strawberry Street,1000.0
Jamie Wolf,Caesar's Designs,1000.0
Jamie Wolf,Iska,1000.0
Jamie Wolf,Tres,1000.0
Jamie Wolf,Emma Gardner Design,1000.0
Jamie Wolf,French Home,1000.0
Jamie Wolf,Plush Living,1000.0
Jamie Wolf,Sean Yoo,1000.0
Jane Iredale,UFC,1000.0
Jane Iredale,Ozone,1000.0
Jane Iredale,Charles Fradin Home,1000.0
Jane Iredale,Scar Fx,1000.0
Jane Iredale,Fun Time Products,1000.0
Jane Iredale,i-Skin,1000.0
Jane Iredale,Merkur,1000.0
Jane Iredale,Shikakai,1000.0
Jane Iredale,Dermelect,1000.0
Jane Iredale,S Solutions Skin Care,1000.0
Japonesque,Brodie,1000.0
Japonesque,Gretta,1000.0
Japonesque,Icebug,1000.0
Japonesque,From The Blue,1000.0
Japonesque,Erika Pena,1000.0
Japonesque,Rxmance,1000.0
Japonesque,Davies Gate,1000.0
Japonesque,Blutsgeschwister,1000.0
Japonesque,Storksak,1000.0
Japonesque,Ten Strawberry Street,1000.0
Jason,Bobster Eyewear,1000.0
Jason,Chez by Cheryl,1000.0
Jason,Primal Elements,1000.0
Jason,Diana Broussard,1000.0
Jason,Grazia,500.0
Jason,Elizabeth Brady Jewelry,500.0
Jason,Sergio Tacchini,500.0
Jason,Bionic,500.0
Jason,Fleet Jewelry,500.0
Jason,Skin Doctors,500.0
Jayson Home & Garden,Block,1000.0
Jayson Home & Garden,Denby,1000.0
Jayson Home & Garden,Nourison,1000.0
Jayson Home & Garden,Sure Fit,1000.0
Jayson Home & Garden,Carriere,1000.0
Jayson Home & Garden,Upper Playground,1000.0
Jayson Home & Garden,Buccellati,1000.0
Jayson Home & Garden,B. Romanek,1000.0
Jayson Home & Garden,Blur,1000.0
Jayson Home & Garden,Clarendon,1000.0
Jelly Pong Pong,Fullum & Holt,1000.0
Jelly Pong Pong,Magnes Sisters,1000.0
Jelly Pong Pong,Kyumi,1000.0
Jelly Pong Pong,Papier Poudré,500.0
Jelly Pong Pong,Artdeco,500.0
Jelly Pong Pong,Moon Katz,500.0
Jelly Pong Pong,Wendy Katlen,500.0
Jelly Pong Pong,Whim,500.0
Jelly Pong Pong,Eyeko,333.3333
Jelly Pong Pong,Life’s Not Fair But…My Knickers Are,333.3333
Jennifer Behr,Cannisse,1000.0
Jennifer Behr,Fullum & Holt,1000.0
Jennifer Behr,Bastien,1000.0
Jennifer Behr,Soul of Africa,1000.0
Jennifer Behr,Girlactik Beauty,1000.0
Jennifer Behr,Lulu Beauty,1000.0
Jennifer Behr,Lisa Levine,1000.0
Jennifer Behr,Mary Ping,1000.0
Jennifer Behr,Ladies of the Canyon,1000.0
Jennifer Behr,Stephenson,1000.0
Jennifer Behr,Chronicle Books,1000.0
Jennifer Meyer,Libbey,1000.0
Jennifer Meyer,Heal's,1000.0
Jennifer Meyer,Georgia Boot,1000.0
Jennifer Meyer,Soul of Africa,1000.0
Jennifer Meyer,Lisa Levine,1000.0
Jennifer Meyer,Ocean Drive,1000.0
Jennifer Meyer,Helene Zubeldia,1000.0
Jennifer Meyer,Ladies of the Canyon,1000.0
Jennifer Meyer,Stephenson,1000.0
Jennifer Meyer,David Kirsch's,1000.0
Jergens,Bravo New York,1000.0
Jergens,Erfurt,1000.0
Jergens,Angels Of Love,1000.0
Jergens,Sucrette,1000.0
Jergens,Treksta,1000.0
Jergens,Jean Nate,1000.0
Jergens,Top Choice,1000.0
Jergens,Davies Gate,1000.0
Jergens,Sleeptop,1000.0
Jergens,Cutex,500.0
John Derian,AG Adriano Goldschmied,1.2531
John Derian,Theory,0.0741
John Frieda,Bobster Eyewear,1000.0
John Frieda,Chez by Cheryl,1000.0
John Frieda,D-Segno,1000.0
John Frieda,POP,1000.0
John Frieda,ESQ,1000.0
John Frieda,The Sharper Image,1000.0
John Frieda,Boblbee,1000.0
John Frieda,Meredith Frederick,1000.0
John Frieda,Creative Nail Design,1000.0
John Frieda,Jason,1000.0
Kérastase,AWOL Footwear,1000.0
Kérastase,Sweetface,1000.0
Kérastase,Chronicle Books,1000.0
Kérastase,Iomoi,1000.0
Kérastase,Scar Fx,1000.0
Kérastase,Fun Time Products,1000.0
Kérastase,i-Skin,1000.0
Kérastase,Les Karites,1000.0
Kérastase,Lightfoot,1000.0
Kérastase,Panda,1000.0
Kate Somerville,Mrs. Prindables,1000.0
Kate Somerville,Dana Kay,1000.0
Kate Somerville,Aquaz,1000.0
Kate Somerville,Duc de Vervins,1000.0
Kate Somerville,Soul of Africa,1000.0
Kate Somerville,Lisa Levine,1000.0
Kate Somerville,Ladies of the Canyon,1000.0
Kate Somerville,Kristin Kahle,1000.0
Kate Somerville,Stephenson,1000.0
Kate Somerville,Chronicle Books,1000.0
Kate Somerville,David Kirsch's,1000.0
Kiehl's,Bobster Eyewear,1000.0
Kiehl's,D-Segno,1000.0
Kiehl's,ESQ,1000.0
Kiehl's,Garmin,1000.0
Kiehl's,Ozone,1000.0
Kiehl's,Chez by Cheryl,1000.0
Kiehl's,Aaneta,1000.0
Kiehl's,Astrakhan,1000.0
Kiehl's,Cannisse,1000.0
Kiehl's,Groundhog,1000.0
Kiehl's,Fullum & Holt,1000.0
Kim Vo,Another Thyme,1000.0
Kim Vo,Kent,1000.0
Kim Vo,Katjes,1000.0
Kim Vo,Knotty Boy,1000.0
Kim Vo,Kristin Kahle,1000.0
Kim Vo,Kimberly Sayer of London,1000.0
Kim Vo,Kiltie,1000.0
Kim Vo,Arius-Eickert,1000.0
Kim Vo,Auroma,1000.0
Kim Vo,Kelo-cote,1000.0
Klorane,Kent,1000.0
Klorane,Katjes,1000.0
Klorane,Knotty Boy,1000.0
Klorane,Kristin Kahle,1000.0
Klorane,Kim Vo,1000.0
Klorane,Kimberly Sayer of London,1000.0
Klorane,Kiltie,1000.0
Klorane,Another Thyme,1000.0
Klorane,Arius-Eickert,1000.0
Klorane,Auroma,1000.0
Korres,D-Segno,1000.0
Korres,Island Surf,1000.0
Korres,ESQ,1000.0
